A_Stkcd,Enddt,ROETTM
002669.SZ,2010/12/31,31.7723
002672.SZ,2010/12/31,20.9594
002673.SZ,2010/12/31,17.2423
002674.SZ,2010/12/31,21.2782
002675.SZ,2010/12/31,26.5312
002677.SZ,2010/12/31,23.6044
002678.SZ,2010/12/31,14.348
002679.SZ,2010/12/31,25.1504
002682.SZ,2010/12/31,28.7239
002683.SZ,2010/12/31,30.1111
002685.SZ,2010/12/31,40.5195
002686.SZ,2010/12/31,27.8265
002687.SZ,2010/12/31,25.7556
002688.SZ,2010/12/31,21.7731
002690.SZ,2010/12/31,49.9885
002691.SZ,2010/12/31,24.3482
002695.SZ,2010/12/31,20.7259
002696.SZ,2010/12/31,17.9984
002697.SZ,2010/12/31,30.6149
002698.SZ,2010/12/31,25.1149
002700.SZ,2010/12/31,31.0663
002701.SZ,2010/12/31,32.5357
002702.SZ,2010/12/31,24.2456
002705.SZ,2010/12/31,17.7529
002706.SZ,2010/12/31,34.7393
002709.SZ,2010/12/31,10.4239
002714.SZ,2010/12/31,21.0271
002718.SZ,2010/12/31,52.603
002719.SZ,2010/12/31,33.5
002722.SZ,2010/12/31,18.2786
002724.SZ,2010/12/31,28.5402
002725.SZ,2010/12/31,29.5339
002726.SZ,2010/12/31,15.9765
002727.SZ,2010/12/31,21.0318
002728.SZ,2010/12/31,28.0921
002734.SZ,2010/12/31,27.5984
002736.SZ,2010/12/31,17.9011
002743.SZ,2010/12/31,13.4985
002745.SZ,2010/12/31,24.9532
002746.SZ,2010/12/31,25.2833
002752.SZ,2010/12/31,28.0635
002756.SZ,2010/12/31,26.9548
002773.SZ,2010/12/31,17.5898
002778.SZ,2010/12/31,27.7391
002782.SZ,2010/12/31,31.7109
002783.SZ,2010/12/31,24.4097
002792.SZ,2010/12/31,16.3065
002797.SZ,2010/12/31,11.2327
002815.SZ,2010/12/31,27.5634
002830.SZ,2010/12/31,39.8935
300001.SZ,2010/12/31,10.4615
300002.SZ,2010/12/31,12.8555
300003.SZ,2010/12/31,19.8656
300004.SZ,2010/12/31,8.3768
300005.SZ,2010/12/31,10.8065
300006.SZ,2010/12/31,7.8365
300007.SZ,2010/12/31,8.1393
300008.SZ,2010/12/31,12.9096
300009.SZ,2010/12/31,10.0047
300011.SZ,2010/12/31,10.1561
300012.SZ,2010/12/31,9.4983
300013.SZ,2010/12/31,5.2944
300014.SZ,2010/12/31,9.7313
300015.SZ,2010/12/31,9.4213
300016.SZ,2010/12/31,9.1468
300017.SZ,2010/12/31,5.1891
300018.SZ,2010/12/31,6.7146
300019.SZ,2010/12/31,10.2043
300020.SZ,2010/12/31,10.4049
300021.SZ,2010/12/31,7.1405
300026.SZ,2010/12/31,10.1133
300027.SZ,2010/12/31,9.6132
300030.SZ,2010/12/31,4.8976
300031.SZ,2010/12/31,6.9049
300033.SZ,2010/12/31,8.415
300034.SZ,2010/12/31,5.4914
300035.SZ,2010/12/31,6.0883
300036.SZ,2010/12/31,8.8125
300037.SZ,2010/12/31,9.4725
300039.SZ,2010/12/31,9.9999
300040.SZ,2010/12/31,6.0136
300041.SZ,2010/12/31,10.3984
300042.SZ,2010/12/31,2.507
300043.SZ,2010/12/31,8.0158
300044.SZ,2010/12/31,4.8778
300045.SZ,2010/12/31,7.6154
300046.SZ,2010/12/31,9.7604
300047.SZ,2010/12/31,6.1691
300048.SZ,2010/12/31,7.5105
300049.SZ,2010/12/31,6.8158
300050.SZ,2010/12/31,12.3366
300052.SZ,2010/12/31,3.7028
300053.SZ,2010/12/31,5.316
300054.SZ,2010/12/31,7.2871
300055.SZ,2010/12/31,3.8532
300057.SZ,2010/12/31,6.2834
300058.SZ,2010/12/31,6.9146
300059.SZ,2010/12/31,4.1376
300062.SZ,2010/12/31,7.4397
300063.SZ,2010/12/31,4.0377
300065.SZ,2010/12/31,5.458
300066.SZ,2010/12/31,7.9131
300067.SZ,2010/12/31,3.73
300068.SZ,2010/12/31,3.1895
300070.SZ,2010/12/31,6.0295
300071.SZ,2010/12/31,7.9361
300072.SZ,2010/12/31,5.4178
300073.SZ,2010/12/31,4.0948
300075.SZ,2010/12/31,5.9887
300077.SZ,2010/12/31,6.5492
300078.SZ,2010/12/31,7.267
300079.SZ,2010/12/31,6.9751
300082.SZ,2010/12/31,6.4199
300084.SZ,2010/12/31,2.7347
300085.SZ,2010/12/31,6.3998
300087.SZ,2010/12/31,5.9344
300088.SZ,2010/12/31,10.0673
300091.SZ,2010/12/31,7.6213
300092.SZ,2010/12/31,6.2868
300093.SZ,2010/12/31,5.503
300095.SZ,2010/12/31,5.1015
300096.SZ,2010/12/31,6.2008
300097.SZ,2010/12/31,6.8386
300098.SZ,2010/12/31,4.9951
300099.SZ,2010/12/31,9.4756
300100.SZ,2010/12/31,13.0569
300101.SZ,2010/12/31,7.908
300102.SZ,2010/12/31,8.4022
300103.SZ,2010/12/31,8.1617
300105.SZ,2010/12/31,7.0034
300107.SZ,2010/12/31,6.5644
300108.SZ,2010/12/31,7.1729
300109.SZ,2010/12/31,6.9105
300110.SZ,2010/12/31,6.9121
300112.SZ,2010/12/31,7.4249
300113.SZ,2010/12/31,6.5453
300114.SZ,2010/12/31,7.3198
300115.SZ,2010/12/31,7.4812
300117.SZ,2010/12/31,6.4437
300118.SZ,2010/12/31,11.0794
300119.SZ,2010/12/31,6.0998
300120.SZ,2010/12/31,7.1177
300121.SZ,2010/12/31,6.8572
300122.SZ,2010/12/31,11.99
300123.SZ,2010/12/31,4.0776
300124.SZ,2010/12/31,9.6029
300126.SZ,2010/12/31,6.0437
300127.SZ,2010/12/31,5.8614
300128.SZ,2010/12/31,7.443
300129.SZ,2010/12/31,8.3607
300130.SZ,2010/12/31,6.6392
300131.SZ,2010/12/31,6.0223
300132.SZ,2010/12/31,8.0307
300133.SZ,2010/12/31,8.097
300135.SZ,2010/12/31,7.7611
300136.SZ,2010/12/31,7.7813
300137.SZ,2010/12/31,5.631
300138.SZ,2010/12/31,7.0175
300139.SZ,2010/12/31,5.7213
300141.SZ,2010/12/31,6.8054
300142.SZ,2010/12/31,6.0534
300144.SZ,2010/12/31,6.4493
300145.SZ,2010/12/31,7.4324
300146.SZ,2010/12/31,5.6703
300147.SZ,2010/12/31,5.5059
300148.SZ,2010/12/31,6.166
300149.SZ,2010/12/31,5.9076
300150.SZ,2010/12/31,4.6397
300151.SZ,2010/12/31,5.7581
300152.SZ,2010/12/31,4.6943
300153.SZ,2010/12/31,5.5829
300154.SZ,2010/12/31,6.9836
300155.SZ,2010/12/31,6.2301
300158.SZ,2010/12/31,5.2439
300159.SZ,2010/12/31,6.2682
300160.SZ,2010/12/31,26.5786
300161.SZ,2010/12/31,19.3796
300162.SZ,2010/12/31,37.57
300163.SZ,2010/12/31,20.1277
300164.SZ,2010/12/31,20.6681
300165.SZ,2010/12/31,34.5545
300166.SZ,2010/12/31,39.7029
300168.SZ,2010/12/31,19.4515
300170.SZ,2010/12/31,28.4707
300171.SZ,2010/12/31,43.3794
300172.SZ,2010/12/31,23.0864
300174.SZ,2010/12/31,27.6281
300175.SZ,2010/12/31,23.9726
300176.SZ,2010/12/31,27.7689
300177.SZ,2010/12/31,31.9701
300179.SZ,2010/12/31,24.4584
300180.SZ,2010/12/31,22.8287
300181.SZ,2010/12/31,20.0205
300182.SZ,2010/12/31,35.5288
300183.SZ,2010/12/31,55.2912
300185.SZ,2010/12/31,16.6244
300187.SZ,2010/12/31,34.1274
300188.SZ,2010/12/31,37.0522
300190.SZ,2010/12/31,38.1301
300191.SZ,2010/12/31,28.2565
300192.SZ,2010/12/31,22.7491
300193.SZ,2010/12/31,26.3618
300194.SZ,2010/12/31,44.7653
300196.SZ,2010/12/31,22.0484
300197.SZ,2010/12/31,28.209
300198.SZ,2010/12/31,29.7555
300200.SZ,2010/12/31,28.3029
300201.SZ,2010/12/31,17.2082
300203.SZ,2010/12/31,26.6727
300204.SZ,2010/12/31,34.5901
300205.SZ,2010/12/31,22.6354
300206.SZ,2010/12/31,30.7054
300207.SZ,2010/12/31,24.1013
300209.SZ,2010/12/31,30.6961
300210.SZ,2010/12/31,24.0033
300211.SZ,2010/12/31,24.5071
300212.SZ,2010/12/31,29.5419
300213.SZ,2010/12/31,22.7155
300214.SZ,2010/12/31,29.8663
300215.SZ,2010/12/31,23.3706
300217.SZ,2010/12/31,28.6219
300218.SZ,2010/12/31,28.1003
300219.SZ,2010/12/31,34.197
300221.SZ,2010/12/31,24.573
300222.SZ,2010/12/31,50.5679
300223.SZ,2010/12/31,45.723
300224.SZ,2010/12/31,37.291
300225.SZ,2010/12/31,39.9741
300226.SZ,2010/12/31,27.9818
300227.SZ,2010/12/31,22.6246
300228.SZ,2010/12/31,23.612
300229.SZ,2010/12/31,23.8184
300230.SZ,2010/12/31,22.9711
300231.SZ,2010/12/31,31.574
300232.SZ,2010/12/31,33.093
300233.SZ,2010/12/31,27.875
300234.SZ,2010/12/31,27.3022
300235.SZ,2010/12/31,43.3667
300236.SZ,2010/12/31,30.3553
300237.SZ,2010/12/31,43.5529
300239.SZ,2010/12/31,17.6612
300240.SZ,2010/12/31,31.5932
300241.SZ,2010/12/31,22.3793
300243.SZ,2010/12/31,38.002
300244.SZ,2010/12/31,21.3662
300245.SZ,2010/12/31,37.8038
300246.SZ,2010/12/31,36.685
300248.SZ,2010/12/31,29.3135
300249.SZ,2010/12/31,25.1837
300250.SZ,2010/12/31,39.069
300251.SZ,2010/12/31,48.6667
300252.SZ,2010/12/31,28.0914
300253.SZ,2010/12/31,37.2822
300254.SZ,2010/12/31,32.0776
300255.SZ,2010/12/31,27.436
300257.SZ,2010/12/31,51.3867
300258.SZ,2010/12/31,30.3364
300259.SZ,2010/12/31,33.1495
300260.SZ,2010/12/31,25.3588
300261.SZ,2010/12/31,35.7965
300263.SZ,2010/12/31,28.0945
300265.SZ,2010/12/31,28.3317
300266.SZ,2010/12/31,30.3245
300267.SZ,2010/12/31,37.929
300270.SZ,2010/12/31,44.7518
300271.SZ,2010/12/31,26.0834
300272.SZ,2010/12/31,26.5388
300274.SZ,2010/12/31,37.6858
300275.SZ,2010/12/31,42.2492
300276.SZ,2010/12/31,36.6782
300277.SZ,2010/12/31,28.9132
300279.SZ,2010/12/31,32.6116
300280.SZ,2010/12/31,21.1915
300281.SZ,2010/12/31,31.2459
300283.SZ,2010/12/31,27.8262
300284.SZ,2010/12/31,22.0128
300285.SZ,2010/12/31,37.2975
300286.SZ,2010/12/31,37.2267
300287.SZ,2010/12/31,27.6348
300288.SZ,2010/12/31,45.9042
300289.SZ,2010/12/31,34.0593
300290.SZ,2010/12/31,35.3529
300291.SZ,2010/12/31,27.6752
300293.SZ,2010/12/31,34.4483
300294.SZ,2010/12/31,25.3126
300296.SZ,2010/12/31,21.4212
300298.SZ,2010/12/31,60.0522
300299.SZ,2010/12/31,30.7239
300300.SZ,2010/12/31,23.6962
300302.SZ,2010/12/31,25.8542
300303.SZ,2010/12/31,35.5914
300304.SZ,2010/12/31,29.5939
300305.SZ,2010/12/31,50.7095
300306.SZ,2010/12/31,49.0972
300307.SZ,2010/12/31,67.0985
300308.SZ,2010/12/31,26.9223
300311.SZ,2010/12/31,29.0004
300314.SZ,2010/12/31,34.9945
300316.SZ,2010/12/31,60.2544
300319.SZ,2010/12/31,31.4156
300320.SZ,2010/12/31,21.6742
300321.SZ,2010/12/31,22.8845
300322.SZ,2010/12/31,22.8459
300324.SZ,2010/12/31,22.9646
300326.SZ,2010/12/31,46.3562
300327.SZ,2010/12/31,35.6358
300328.SZ,2010/12/31,28.2435
300329.SZ,2010/12/31,26.7509
300331.SZ,2010/12/31,24.4642
300332.SZ,2010/12/31,7.2048
300333.SZ,2010/12/31,29.8316
300335.SZ,2010/12/31,18.8751
300338.SZ,2010/12/31,16.1184
300339.SZ,2010/12/31,17.744
300341.SZ,2010/12/31,32.2175
300342.SZ,2010/12/31,35.9124
300346.SZ,2010/12/31,56.2203
300347.SZ,2010/12/31,33.9608
300348.SZ,2010/12/31,28.2214
300349.SZ,2010/12/31,42.4003
300352.SZ,2010/12/31,32.9841
300353.SZ,2010/12/31,34.6506
300354.SZ,2010/12/31,30.3872
300355.SZ,2010/12/31,28.0338
300357.SZ,2010/12/31,20.3567
300358.SZ,2010/12/31,34.3678
300360.SZ,2010/12/31,23.7328
300363.SZ,2010/12/31,26.2054
300365.SZ,2010/12/31,33.5912
300368.SZ,2010/12/31,21.1087
300369.SZ,2010/12/31,38.4905
300371.SZ,2010/12/31,44.699
300373.SZ,2010/12/31,46.1683
300375.SZ,2010/12/31,21.5087
300376.SZ,2010/12/31,23.3976
300377.SZ,2010/12/31,36.1982
300378.SZ,2010/12/31,14.1111
300379.SZ,2010/12/31,31.1485
300380.SZ,2010/12/31,43.4839
300381.SZ,2010/12/31,19.5521
300382.SZ,2010/12/31,42.4785
300383.SZ,2010/12/31,20.0594
300386.SZ,2010/12/31,23.6354
300387.SZ,2010/12/31,34.5247
300388.SZ,2010/12/31,16.7612
300390.SZ,2010/12/31,18.6533
300396.SZ,2010/12/31,34.4498
300399.SZ,2010/12/31,37.2259
300402.SZ,2010/12/31,13.6446
300403.SZ,2010/12/31,23.2978
300445.SZ,2010/12/31,26.4724
300498.SZ,2010/12/31,29.7871
300532.SZ,2010/12/31,38.7045
300567.SZ,2010/12/31,17.3206
300593.SZ,2010/12/31,21.4413
600000.SH,2010/12/31,15.5917
600004.SH,2010/12/31,8.969
600006.SH,2010/12/31,9.687
600007.SH,2010/12/31,2.7833
600008.SH,2010/12/31,9.4078
600009.SH,2010/12/31,9.3266
600010.SH,2010/12/31,1.5399
600011.SH,2010/12/31,6.7011
600012.SH,2010/12/31,13.6001
600015.SH,2010/12/31,16.874
600016.SH,2010/12/31,16.8873
600017.SH,2010/12/31,9.434
600018.SH,2010/12/31,15.312
600019.SH,2010/12/31,12.305
600020.SH,2010/12/31,8.4307
600021.SH,2010/12/31,3.3476
600023.SH,2010/12/31,9.7442
600026.SH,2010/12/31,7.6024
600027.SH,2010/12/31,1.305
600028.SH,2010/12/31,16.7914
600029.SH,2010/12/31,21.6969
600030.SH,2010/12/31,16.0593
600031.SH,2010/12/31,49.474
600033.SH,2010/12/31,7.6531
600035.SH,2010/12/31,13.3711
600036.SH,2010/12/31,19.2297
600037.SH,2010/12/31,6.5794
600038.SH,2010/12/31,8.3711
600039.SH,2010/12/31,10.7026
600048.SH,2010/12/31,16.5604
600050.SH,2010/12/31,1.733
600051.SH,2010/12/31,10.0818
600053.SH,2010/12/31,0.8481
600054.SH,2010/12/31,15.6383
600055.SH,2010/12/31,7.2372
600056.SH,2010/12/31,13.3956
600059.SH,2010/12/31,5.9764
600060.SH,2010/12/31,14.7167
600061.SH,2010/12/31,3.7159
600062.SH,2010/12/31,13.463
600063.SH,2010/12/31,4.7125
600064.SH,2010/12/31,6.3576
600066.SH,2010/12/31,34.6326
600067.SH,2010/12/31,23.8252
600070.SH,2010/12/31,13.4192
600073.SH,2010/12/31,8.2816
600075.SH,2010/12/31,6.5114
600078.SH,2010/12/31,3.0897
600079.SH,2010/12/31,11.0875
600080.SH,2010/12/31,4.6451
600081.SH,2010/12/31,31.2454
600085.SH,2010/12/31,10.5381
600088.SH,2010/12/31,8.0444
600089.SH,2010/12/31,13.6583
600095.SH,2010/12/31,2.2133
600097.SH,2010/12/31,4.2951
600098.SH,2010/12/31,8.1073
600100.SH,2010/12/31,6.0044
600101.SH,2010/12/31,11.8597
600104.SH,2010/12/31,20.7475
600105.SH,2010/12/31,14.4334
600106.SH,2010/12/31,8.7198
600108.SH,2010/12/31,4.9588
600109.SH,2010/12/31,14.5191
600111.SH,2010/12/31,30.8199
600113.SH,2010/12/31,12.4681
600114.SH,2010/12/31,7.8314
600116.SH,2010/12/31,6.612
600118.SH,2010/12/31,11.5482
600119.SH,2010/12/31,2.1283
600120.SH,2010/12/31,7.164
600123.SH,2010/12/31,20.0815
600125.SH,2010/12/31,14.943
600126.SH,2010/12/31,9.9149
600128.SH,2010/12/31,5.9595
600131.SH,2010/12/31,22.4948
600132.SH,2010/12/31,25.4497
600135.SH,2010/12/31,0.3292
600138.SH,2010/12/31,11.4036
600141.SH,2010/12/31,10.8318
600143.SH,2010/12/31,16.9179
600148.SH,2010/12/31,7.7778
600150.SH,2010/12/31,16.3547
600153.SH,2010/12/31,28.9584
600158.SH,2010/12/31,6.3102
600159.SH,2010/12/31,1.8047
600160.SH,2010/12/31,23.9341
600161.SH,2010/12/31,16.581
600162.SH,2010/12/31,10.486
600166.SH,2010/12/31,20.4185
600167.SH,2010/12/31,9.8908
600168.SH,2010/12/31,6.9153
600170.SH,2010/12/31,11.8672
600171.SH,2010/12/31,0.9871
600173.SH,2010/12/31,19.1874
600176.SH,2010/12/31,14.4807
600177.SH,2010/12/31,19.077
600180.SH,2010/12/31,0.5522
600182.SH,2010/12/31,9.0059
600183.SH,2010/12/31,20.1391
600184.SH,2010/12/31,9.4085
600188.SH,2010/12/31,24.5321
600189.SH,2010/12/31,4.031
600190.SH,2010/12/31,5.7516
600191.SH,2010/12/31,-3.8811
600192.SH,2010/12/31,2.4411
600195.SH,2010/12/31,20.4203
600196.SH,2010/12/31,10.2535
600197.SH,2010/12/31,12.9872
600199.SH,2010/12/31,12.37
600200.SH,2010/12/31,3.3933
600201.SH,2010/12/31,13.7443
600208.SH,2010/12/31,18.3951
600210.SH,2010/12/31,19.0011
600211.SH,2010/12/31,7.3741
600215.SH,2010/12/31,4.2148
600216.SH,2010/12/31,29.6771
600218.SH,2010/12/31,9.3669
600219.SH,2010/12/31,5.3182
600229.SH,2010/12/31,0.8821
600230.SH,2010/12/31,7.9297
600231.SH,2010/12/31,16.0375
600232.SH,2010/12/31,0.8224
600233.SH,2010/12/31,16.4096
600235.SH,2010/12/31,6.6972
600236.SH,2010/12/31,21.9138
600239.SH,2010/12/31,10.2174
600246.SH,2010/12/31,12.9589
600248.SH,2010/12/31,17.0619
600251.SH,2010/12/31,0.7274
600252.SH,2010/12/31,29.9101
600256.SH,2010/12/31,17.8012
600258.SH,2010/12/31,18.2237
600261.SH,2010/12/31,16.2681
600262.SH,2010/12/31,9.3796
600266.SH,2010/12/31,23.0729
600267.SH,2010/12/31,13.5561
600268.SH,2010/12/31,7.4611
600269.SH,2010/12/31,13.4401
600271.SH,2010/12/31,21.6708
600272.SH,2010/12/31,8.5487
600273.SH,2010/12/31,15.3869
600276.SH,2010/12/31,21.3786
600277.SH,2010/12/31,5.9737
600278.SH,2010/12/31,6.1107
600279.SH,2010/12/31,3.8564
600280.SH,2010/12/31,7.2447
600282.SH,2010/12/31,9.0558
600283.SH,2010/12/31,10.5263
600284.SH,2010/12/31,9.4392
600285.SH,2010/12/31,7.0236
600287.SH,2010/12/31,2.7633
600288.SH,2010/12/31,9.8507
600289.SH,2010/12/31,5.6004
600292.SH,2010/12/31,2.8266
600295.SH,2010/12/31,17.9445
600298.SH,2010/12/31,19.6971
600299.SH,2010/12/31,2.63
600300.SH,2010/12/31,6.2617
600303.SH,2010/12/31,11.6788
600305.SH,2010/12/31,7.5063
600308.SH,2010/12/31,1.5243
600309.SH,2010/12/31,24.8957
600310.SH,2010/12/31,14.208
600312.SH,2010/12/31,0.1326
600315.SH,2010/12/31,18.4158
600316.SH,2010/12/31,3.0997
600323.SH,2010/12/31,36.5899
600325.SH,2010/12/31,13.0486
600326.SH,2010/12/31,7.0411
600327.SH,2010/12/31,20.421
600328.SH,2010/12/31,5.0163
600329.SH,2010/12/31,16.2962
600332.SH,2010/12/31,7.5469
600335.SH,2010/12/31,-11.4467
600337.SH,2010/12/31,3.9398
600339.SH,2010/12/31,17.6289
600340.SH,2010/12/31,0.8063
600345.SH,2010/12/31,8.5433
600346.SH,2010/12/31,1.2608
600348.SH,2010/12/31,28.2868
600350.SH,2010/12/31,12.1211
600351.SH,2010/12/31,14.6345
600352.SH,2010/12/31,13.1303
600353.SH,2010/12/31,13.7456
600356.SH,2010/12/31,7.0898
600360.SH,2010/12/31,5.2887
600361.SH,2010/12/31,3.057
600362.SH,2010/12/31,14.3806
600363.SH,2010/12/31,5.7106
600366.SH,2010/12/31,11.2525
600367.SH,2010/12/31,2.6241
600368.SH,2010/12/31,9.1739
600369.SH,2010/12/31,7.2396
600370.SH,2010/12/31,5.2157
600371.SH,2010/12/31,12.0416
600372.SH,2010/12/31,16.2365
600373.SH,2010/12/31,10.3456
600376.SH,2010/12/31,12.8381
600377.SH,2010/12/31,14.1451
600378.SH,2010/12/31,8.531
600379.SH,2010/12/31,4.8083
600380.SH,2010/12/31,19.2933
600382.SH,2010/12/31,16.2237
600383.SH,2010/12/31,15.2376
600386.SH,2010/12/31,11.5056
600387.SH,2010/12/31,6.4987
600388.SH,2010/12/31,11.1461
600389.SH,2010/12/31,3.4162
600395.SH,2010/12/31,21.2652
600398.SH,2010/12/31,4.4436
600400.SH,2010/12/31,4.4919
600403.SH,2010/12/31,1.5917
600406.SH,2010/12/31,21.122
600409.SH,2010/12/31,9.787
600410.SH,2010/12/31,12.6368
600415.SH,2010/12/31,11.2903
600418.SH,2010/12/31,21.648
600420.SH,2010/12/31,14.9416
600422.SH,2010/12/31,11.6394
600425.SH,2010/12/31,12.6079
600426.SH,2010/12/31,5.3173
600428.SH,2010/12/31,7.5154
600433.SH,2010/12/31,5.7239
600435.SH,2010/12/31,9.3855
600436.SH,2010/12/31,18.4974
600438.SH,2010/12/31,11.8162
600439.SH,2010/12/31,8.9247
600446.SH,2010/12/31,8.4036
600449.SH,2010/12/31,21.6501
600452.SH,2010/12/31,-43.8633
600456.SH,2010/12/31,0.0953
600458.SH,2010/12/31,13.5461
600459.SH,2010/12/31,8.2738
600460.SH,2010/12/31,15.425
600461.SH,2010/12/31,6.0613
600463.SH,2010/12/31,9.6517
600467.SH,2010/12/31,10.2749
600468.SH,2010/12/31,6.8535
600469.SH,2010/12/31,8.4296
600475.SH,2010/12/31,12.6642
600477.SH,2010/12/31,11.6967
600479.SH,2010/12/31,9.5813
600480.SH,2010/12/31,13.8472
600481.SH,2010/12/31,10.0414
600482.SH,2010/12/31,4.3749
600483.SH,2010/12/31,3.4982
600486.SH,2010/12/31,8.0679
600487.SH,2010/12/31,11.5219
600488.SH,2010/12/31,5.7081
600489.SH,2010/12/31,22.7831
600491.SH,2010/12/31,7.676
600493.SH,2010/12/31,14.7967
600495.SH,2010/12/31,3.1466
600496.SH,2010/12/31,13.8999
600497.SH,2010/12/31,10.487
600498.SH,2010/12/31,10.7423
600499.SH,2010/12/31,16.2597
600500.SH,2010/12/31,11.4846
600501.SH,2010/12/31,6.5564
600502.SH,2010/12/31,23.8291
600503.SH,2010/12/31,31.8173
600505.SH,2010/12/31,30.1283
600507.SH,2010/12/31,14.5408
600508.SH,2010/12/31,22.1928
600509.SH,2010/12/31,7.4414
600510.SH,2010/12/31,10.2762
600511.SH,2010/12/31,23.7659
600512.SH,2010/12/31,2.1699
600513.SH,2010/12/31,6.5909
600517.SH,2010/12/31,24.3938
600518.SH,2010/12/31,14.5263
600519.SH,2010/12/31,27.454
600521.SH,2010/12/31,7.2157
600522.SH,2010/12/31,16.7653
600523.SH,2010/12/31,6.803
600525.SH,2010/12/31,9.3071
600527.SH,2010/12/31,13.7916
600528.SH,2010/12/31,19.9383
600529.SH,2010/12/31,9.837
600530.SH,2010/12/31,5.478
600531.SH,2010/12/31,8.5555
600533.SH,2010/12/31,7.6394
600535.SH,2010/12/31,13.6183
600536.SH,2010/12/31,7.1131
600545.SH,2010/12/31,10.6855
600546.SH,2010/12/31,23.291
600547.SH,2010/12/31,31.458
600548.SH,2010/12/31,8.6232
600549.SH,2010/12/31,13.682
600551.SH,2010/12/31,9.2994
600557.SH,2010/12/31,14.9465
600558.SH,2010/12/31,5.847
600559.SH,2010/12/31,9.7217
600560.SH,2010/12/31,9.3413
600561.SH,2010/12/31,17.0236
600562.SH,2010/12/31,5.0111
600563.SH,2010/12/31,20.763
600565.SH,2010/12/31,5.1915
600566.SH,2010/12/31,1.63
600567.SH,2010/12/31,9.5152
600570.SH,2010/12/31,22.0706
600571.SH,2010/12/31,9.4277
600572.SH,2010/12/31,12.0553
600573.SH,2010/12/31,4.7366
600577.SH,2010/12/31,12.7788
600578.SH,2010/12/31,9.5723
600580.SH,2010/12/31,8.8176
600582.SH,2010/12/31,25.7939
600583.SH,2010/12/31,0.934
600584.SH,2010/12/31,8.6743
600585.SH,2010/12/31,17.6309
600586.SH,2010/12/31,13.3619
600587.SH,2010/12/31,8.6589
600588.SH,2010/12/31,13.1446
600589.SH,2010/12/31,7.1781
600590.SH,2010/12/31,3.1992
600592.SH,2010/12/31,8.0243
600594.SH,2010/12/31,22.5774
600596.SH,2010/12/31,4.1831
600597.SH,2010/12/31,8.3447
600598.SH,2010/12/31,6.3696
600600.SH,2010/12/31,15.8332
600601.SH,2010/12/31,5.8662
600602.SH,2010/12/31,7.019
600604.SH,2010/12/31,-53.4093
600605.SH,2010/12/31,0.9051
600606.SH,2010/12/31,11.6625
600611.SH,2010/12/31,9.7568
600612.SH,2010/12/31,17.6432
600616.SH,2010/12/31,11.8863
600618.SH,2010/12/31,5.6431
600619.SH,2010/12/31,8.8593
600620.SH,2010/12/31,23.0059
600621.SH,2010/12/31,9.2085
600622.SH,2010/12/31,16.6685
600623.SH,2010/12/31,13.0278
600624.SH,2010/12/31,3.7654
600626.SH,2010/12/31,11.4184
600628.SH,2010/12/31,10.3837
600633.SH,2010/12/31,2.1327
600635.SH,2010/12/31,9.0964
600636.SH,2010/12/31,5.8489
600637.SH,2010/12/31,8.2281
600638.SH,2010/12/31,7.2088
600639.SH,2010/12/31,14.395
600640.SH,2010/12/31,-1.4182
600641.SH,2010/12/31,8.5235
600642.SH,2010/12/31,7.747
600643.SH,2010/12/31,8.4466
600648.SH,2010/12/31,14.5343
600649.SH,2010/12/31,7.0849
600650.SH,2010/12/31,14.0999
600651.SH,2010/12/31,8.7345
600655.SH,2010/12/31,14.7212
600657.SH,2010/12/31,7.2808
600658.SH,2010/12/31,21.2852
600660.SH,2010/12/31,30.6011
600662.SH,2010/12/31,7.0285
600663.SH,2010/12/31,11.5901
600665.SH,2010/12/31,11.0615
600667.SH,2010/12/31,8.8434
600668.SH,2010/12/31,11.4683
600673.SH,2010/12/31,11.357
600674.SH,2010/12/31,6.1651
600675.SH,2010/12/31,16.0382
600676.SH,2010/12/31,8.7247
600682.SH,2010/12/31,6.7527
600683.SH,2010/12/31,15.734
600684.SH,2010/12/31,14.938
600685.SH,2010/12/31,19.3211
600686.SH,2010/12/31,13.6444
600688.SH,2010/12/31,15.0937
600690.SH,2010/12/31,28.9831
600694.SH,2010/12/31,3.7295
600697.SH,2010/12/31,14.9609
600702.SH,2010/12/31,4.1246
600703.SH,2010/12/31,8.627
600704.SH,2010/12/31,16.7648
600705.SH,2010/12/31,99.8363
600708.SH,2010/12/31,13.778
600710.SH,2010/12/31,19.294
600711.SH,2010/12/31,2.4847
600712.SH,2010/12/31,29.5756
600713.SH,2010/12/31,0.9346
600717.SH,2010/12/31,7.7458
600718.SH,2010/12/31,11.3236
600719.SH,2010/12/31,1.671
600720.SH,2010/12/31,19.1468
600724.SH,2010/12/31,12.4379
600729.SH,2010/12/31,24.0086
600736.SH,2010/12/31,10.9331
600737.SH,2010/12/31,-2.0958
600741.SH,2010/12/31,17.3221
600742.SH,2010/12/31,26.108
600743.SH,2010/12/31,19.467
600748.SH,2010/12/31,12.7274
600750.SH,2010/12/31,15.08
600754.SH,2010/12/31,8.9062
600755.SH,2010/12/31,12.255
600756.SH,2010/12/31,4.0701
600757.SH,2010/12/31,
600758.SH,2010/12/31,6.3901
600761.SH,2010/12/31,14.6248
600764.SH,2010/12/31,0.6687
600765.SH,2010/12/31,8.3449
